PRT_ID;AREA;INT_SQFT;DATE_SALE;DIST_MAINROAD;N_BEDROOM;N_BATHROOM;N_ROOM;SALE_COND;PARK_FACIL;DATE_BUILD;BUILDTYPE;UTILITY_AVAIL;STREET;MZZONE;QS_ROOMS;QS_BATHROOM;QS_BEDROOM;QS_OVERALL;SALES_PRICE
P08903;Anna Nagar;1698;27/06/2007;15;1;1;4;Family;No;07/07/1967;House;NoSeWa;Gravel;RM;5;4.9;3.1;4.215;12412050
P00850;T Nagar;1955;16/06/2013;78;2;1;5;AdjLand;Yes;20/06/1999;House;AllPub;No Access;RM;4.2;4.2;3.9;4.065;14862430
P09153;Anna Nagar;1519;17/03/2007;121;1;1;4;AbNormal;No;25/03/1975;Others;NoSewr ;Gravel;RL;2.2;4.8;3.8;3.49;12336310
P02969;Chrompet;1093;21/06/2011;53;1;1;3;Partial;Yes;29/06/1977;House;ELO;Gravel;RL;2.7;4.5;4.1;3.84;9354900
P07150;Chrompet;1078;07/02/2009;54;1;1;3;AdjLand;Yes;17/02/1972;House;NoSeWa;Paved;RL;3.2;2.8;4.9;3.55;9348350
P01363;Chrompet;975;07/07/2012;80;1;1;3;Family;No;10/07/2001;House;NoSewr ;Paved;RL;2.5;3.5;2.9;3.02;8074850
P05331;Karapakkam;827;15/03/2010;105;1;1;2;Partial;Yes;16/03/2004;Others;AllPub;No Access;RH;2.4;3.9;3.1;3.13;6421125
P09307;Velachery;1843;23/01/2007;148;3;2;5;Normal Sale;Yes;28/01/1988;Others;ELO;No Access;I;4.9;2;3.9;3.3;9880180
P06842;Chrompet;942;08/05/2009;94;1;1;3;AbNormal;No;09/05/2004;House;ELO;No Access;RM;3.4;4.1;2.4;3.38;8017350
P08600;Chrompet;1180;26/10/2007;18;1;1;3;AdjLand;No;03/11/1972;House;NoSewr ;Paved;RL;4.6;4.5;2.8;4.02;8937450
P07272;Chrompet;705;01/01/2009;110;1;1;2;AdjLand;No;06/01/1991;House;AllPub;Paved;RL;3.2;5;4.7;4.37;7495700
P00511;Chrompet;973;12/02/2014;53;1;1;3;AdjLand;No;17/02/1993;House;AllPub;No Access;RL;3.3;5;3.8;4.13;7935350
P02167;Velachery;1617;25/11/2011;18;2;1;4;AbNormal;No;07/12/1963;Others;NoSeWa;No Access;I;2.9;2.8;2.9;2.86;7420660
P03338;Karapakkam;1184;11/04/2011;144;1;1;3;AbNormal;Yes;20/04/1975;House;AllPub;Gravel;RL;2.1;2.1;2.4;2.22;8425000
P09610;Velachery;1902;14/07/2006;77;3;2;5;AdjLand;Yes;24/07/1964;Commercial;NoSewr ;Paved;RL;4.2;2.4;2.8;2.97;16758540
P01586;Adyar;1049;14/03/2012;10;1;1;3;Family;Yes;19/03/1992;Commercial;ELO;No Access;C;2.8;3.5;3.6;3.34;11139700
P08414;Adyar;826;09/01/2008;116;1;1;3;AdjLand;No;10/01/2002;Others;ELO;No Access;RL;4.4;3.3;2.7;3.33;8179590
P07547;Chrompet;707;08/10/2008;148;1;1;2;AbNormal;Yes;11/10/1997;Others;NoSeWa;No Access;RH;4.7;3.8;3;3.83;7191840
P08375;Velachery;1684;24/01/2008;87;2;1;4;AdjLand;Yes;28/01/1992;House;ELO;Gravel;I;2.2;4.8;4.9;4.18;10088120
P01048;Chrompet;1114;28/01/2013;22;1;1;3;AdjLand;No;02/02/1994;Commercial;NoSeWa;Gravel;RL;3.3;3.9;3.5;3.6;13551850
P00298;Chrompet;1237;17/07/2014;41;2;1;4;Family;No;26/07/1977;Others;AllPub;No Access;RM;3.5;4.7;2.8;3.77;9609040
P07332;Chrompet;904;18/12/2008;98;1;1;3;Family;No;27/12/1975;Others;NoSewr ;Gravel;RH;2.8;3.3;3.8;3.3;7831830
P08690;Anna Nagar;1734;20/09/2007;91;1;1;4;Family;No;25/09/1985;Others;ELO;Paved;RH;2.1;4.2;3.1;3.025;12055410
P02636;Adyar;1167;30/08/2011;15;1;1;3;AdjLand;No;31/08/2004;Others;NoSeWa;No Access;RM;4.7;5;2.9;3.86;10474605
P02396;Karapakkam;780;12/10/2011;127;1;1;2;Normal Sale;Yes;19/10/1981;Commercial;NoSewr ;Paved;I;3.5;3.7;2;2.96;7608500
P08356;Anna Nagar;1781;02/02/2008;70;1;1;4;Normal Sale;Yes;04/02/2000;Others;NoSeWa;Paved;RL;2.4;4.6;2;2.79;14388290
P07425;Velachery;1607;13/11/2008;119;2;1;4;Normal Sale;No;27/11/1954;Others;ELO;Paved;RH;3.6;3.9;2.5;3.41;8528780
P04953;Adyar;823;28/05/2010;134;1;1;3;Normal Sale;No;29/05/2005;Others;ELO;Gravel;C;4.5;4;3.3;3.8;7174375
P04805;Karapakkam;1087;27/06/2010;132;1;1;3;AbNormal;Yes;04/07/1982;Commercial;NoSeWa;No Access;RL;3.7;3.3;3.4;3.46;9780000
P01447;Adyar;1153;01/05/2012;178;1;1;3;AdjLand;Yes;07/05/1988;House;NoSeWa;Gravel;A;3;3;3.1;3.05;8350260
P02176;KK Nagar;1366;24/11/2011;195;2;1;4;Partial;No;01/12/1982;House;NoSeWa;Gravel;RH;2.9;3;2.1;2.61;7575380
P05983;Anna Nagar;1791;16/11/2009;164;1;1;4;AdjLand;No;20/11/1994;Others;AllPub;Paved;RL;3.5;4.2;4.3;3.995;14020280
P03500;Anna Nagar;1751;16/03/2011;99;1;1;4;Family;No;21/03/1990;House;ELO;No Access;RH;4.9;2.3;4.3;4.01;10561720
P00922;T Nagar;1887;01/05/2013;108;2;1;5;Partial;No;11/05/1974;House;ELO;Gravel;RM;3;4.4;2.3;3.035;13024030
P06678;Chrompet;1222;27/06/2009;73;2;1;4;Family;Yes;01/07/1994;Others;ELO;Gravel;RM;3.2;2.1;4.6;3.18;11690990
P00118;T Nagar;1502;02/12/2014;54;1;1;4;Partial;No;12/12/1973;Others;NoSeWa;No Access;RL;2.1;2.7;4.5;3.33;10573780
P06027;Chrompet;928;07/11/2009;178;1;1;3;Family;No;09/11/2002;Commercial;NoSeWa;No Access;RM;2.3;3.5;3.3;3.08;11398650
P08005;KK Nagar;1304;25/05/2008;68;1;1;3;AdjLand;Yes;27/05/2003;Others;NoSeWa;Paved;RM;3.9;4.9;3.1;3.88;10779980
P05923;KK Nagar;1502;30/11/2009;193;2;1;4;Normal Sale;No;03/12/1996;Commercial;NoSewr ;Paved;RH;4.9;4.5;4.7;4.7;12614460
P08648;Velachery;1540;08/10/2007;112;2;1;4;AbNormal;No;13/10/1985;Commercial;AllPub;Paved;RM;4;3.8;2.6;3.49;14256340
P09577;Velachery;1635;15/09/2006;35;2;1;4;AdjLand;Yes;24/09/1971;Commercial;ELO;No Access;RH;2.1;3.5;4.7;3.51;13836800
P03190;Karapakkam;1454;08/05/2011;72;2;2;4;Partial;No;15/05/1983;Others;AllPub;Paved;RM;4.7;3.6;4.3;4.21;8930250
P01606;Chrompet;1050;10/03/2012;198;1;1;3;Family;Yes;13/03/2000;House;NoSewr ;Paved;RM;4.4;3;2.9;3.39;9993600
P03373;Anna Nagar;1897;07/04/2011;112;2;1;5;AbNormal;Yes;17/04/1968;House;NoSeWa;No Access;RH;4.5;3.8;3.9;4.085;12086610
P03062;T Nagar;1891;02/06/2011;100;2;1;5;Family;Yes;05/06/1996;Commercial;AllPub;Paved;RH;3.6;4.6;4.9;4.435;21327550
P08076;Anna Nagar;1774;03/05/2008;7;1;1;4;Partial;Yes;14/05/1967;House;AllPub;Gravel;RM;4.6;2.7;4.8;4.205;13785170
P02944;Chrompet;1026;25/06/2011;5;1;1;3;AdjLand;No;29/06/1992;Others;ELO;Gravel;RM;3.1;4;3.4;3.55;10120070
P02412;Velachery;1898;09/10/2011;87;3;2;5;Normal Sale;Yes;22/10/1957;Commercial;AllPub;No Access;I;4.6;3.4;4.1;3.91;14608180
P00796;Anna Nagar;1710;17/07/2013;32;1;1;4;Partial;No;27/07/1974;Commercial;NoSewr ;Gravel;RH;3.5;3.5;3.8;3.62;18299980
P05515;Karapakkam;923;10/02/2010;75;1;1;3;Family;Yes;13/02/1997;Comercial;NoSeWa;Paved;A;3.9;3.6;2.4;3.21;7346750
P00580;Chrompet;934;23/12/2013;24;1;1;3;Family;No;29/12/1991;Others;NoSeWa;Gravel;RL;4.3;4.8;3.3;4.2;8750680
P02602;Adyar;1273;04/09/2011;66;2;2;4;AbNormal;No;05/09/2005;Others;ELO;No Access;A;2.2;3.8;3.4;3.12;7451690
P08235;Anna Nagar;1850;14/03/2008;10;2;1;5;Family;Yes;24/03/1969;Others;ELO;No Access;RL;3.1;4.9;3.3;3.63;13494580
P06557;KK Nagar;1622;25/07/2009;130;2;1;4;AbNormal;No;31/07/1984;Commercial;NoSeWa;Paved;RH;4.2;3.3;2.5;3.25;12763700
P06271;Karapakkam;823;24/09/2009;125;1;1;2;Partial;Yes;03/10/1972;Others;NoSewr ;Paved;RH;2.8;4.2;5;4.1;6420875
P09788;Velachery;1693;21/07/2005;134;2;1;4;Normal Sale;Yes;02/08/1957;Others;ELO;Paved;A;4.5;2.2;2.9;2.99;8168160
P04500;Adyar;893;19/08/2010;176;1;1;3;Normal Sale;Yes;22/08/1997;House;NoSeWa;Gravel;C;2.1;2;2.3;2.18;7700295
P04279;KK Nagar;1869;02/10/2010;166;3;2;5;AdjLand;Yes;07/10/1988;Others;NoSeWa;Gravel;RM;3.8;2.4;4.1;3.5;12958620
P05854;Anna Nagar;1700;10/12/2009;135;1;1;4;Normal Sale;Yes;18/12/1977;Others;NoSewr ;No Access;RH;4.3;2.7;2.4;3.14;12477040
P04977;Karapakkam;806;23/05/2010;131;1;1;2;Normal Sale;No;30/05/1982;Commercial;NoSewr ;Paved;RM;3.9;4.7;2.9;3.74;8653000
P01850;Karapakkam;1454;27/01/2012;79;2;2;4;Partial;No;03/02/1982;House;AllPub;Paved;C;3.8;2.4;2.9;3.02;5829500
P03717;T Nagar;1569;25/01/2011;97;1;1;4;Partial;No;28/01/1999;Others;AllPub;Gravel;RH;3.3;4.5;3.3;3.6;12196510
P05008;Chrompet;897;18/05/2010;71;1;1;3;AbNormal;Yes;23/05/1988;Others;ELO;Gravel;RH;4.1;4.8;2.1;3.78;8957390
P05780;Karapakkam;1412;23/12/2009;40;2;2;4;Ab Normal;No;27/12/1995;Commercial;AllPub;No Access;RM;4.8;3.3;4.4;4.19;11673500
P00363;Chrompet;831;07/06/2014;54;1;1;3;Partial;Yes;08/06/2008;Commercial;ELO;No Access;RL;2.3;4.5;3.7;3.6;10904100
P06053;KK Nagar;1781;02/11/2009;185;3;2;5;Partial;Yes;04/11/2003;Commercial;NoSewr ;Gravel;RL;4.6;4.2;4.4;4.4;16174720
P01975;Karapakkam;1506;05/01/2012;81;2;2;4;Normal Sale;Yes;15/01/1970;Commercial;NoSeWa;No Access;C;2.2;3.7;4;3.37;9940500
P04101;KK Nagar;2179;08/11/2010;37;3;2;5;Normal Sale;Yes;12/11/1992;Commercial;NoSewr ;Paved;RM;4.8;2.7;2.5;3.25;18485760
P05017;Anna Nagar;1509;17/05/2010;96;1;1;4;AbNormal;Yes;22/05/1990;Others;ELO;Gravel;RM;4.8;3.6;2.9;3.74;13985270
P07892;Velachery;1539;01/07/2008;47;2;1;4;AdjLand;Yes;12/07/1965;Commercial;NoSewr ;Paved;RM;3.2;3.7;2.5;3.22;15053510
P05685;Adyar;831;12/01/2010;26;1;1;3;AbNormal;No;16/01/1994;Others;ELO;No Access;RL;3;4.6;3;3.32;7656640
P02735;Anna Nagar;1791;09/08/2011;165;1;1;4;AbNormal;Yes;11/08/2003;Commercial;NoSeWa;Paved;RH;4.9;2.3;2.6;3.33;20234860
P07500;Chrompet;1174;21/10/2008;8;1;1;3;Family;No;30/10/1973;Commercial;ELO;Paved;RM;3.9;3.2;3.1;3.38;13328250
P04850;Karapakkam;653;18/06/2010;121;1;1;2;AdjLand;No;22/06/1995;Commercial;ELO;No Access;RM;2.5;3.1;5;3.68;7635250
P06611;Karapakkam;613;14/07/2009;163;1;1;2;AbNormal;No;22/07/1976;House;AllPub;Gravel;RH;3.5;2.6;2.8;2.95;5425250
P05047;Karapakkam;1359;09/05/2010;153;2;2;4;Partial;Yes;17/05/1979;Others;NoSewr ;Gravel;RL;2.3;2.2;2.3;2.27;9238375
P04551;KK Nagar;1399;11/08/2010;65;2;1;4;Normal Sale;No;13/08/2003;Others;NoSeWa;Gravel;RH;2;4.1;4.8;3.75;9106920
P04948;Chrompet;907;29/05/2010;5;1;1;3;AbNormal;Yes;07/06/1974;Others;ELO;Gravel;RM;4.4;4.4;3;3.98;9995590
P04085;Velachery;1865;11/11/2010;157;3;2;5;Family;No;24/11/1956;Commercial;NoSewr ;Paved;RM;4.8;2.2;4.9;3.66;15499680
P04814;Adyar;1000;26/06/2010;33;1;1;3;AbNormal;No;30/06/1992;Others;ELO;No Access;RL;2.5;2.6;3.2;2.87;8348770
P00480;Chrompet;1027;13/03/2014;47;1;1;3;Family;No;22/03/1978;House;ELO;No Access;RM;2.9;2.8;4;3.19;7671200
P08970;Adyar;644;30/05/2007;111;1;1;2;Family;Yes;06/06/1977;House;NoSeWa;Gravel;RM;3.5;3.8;3.2;3.41;8758550
P03377;Chrompet;771;06/04/2011;175;1;1;2;AdjLand;No;14/04/1977;Others;NoSewr ;Paved;RM;2.9;3.7;4;3.55;8308970
P07120;Chrompet;802;16/02/2009;107;1;1;3;AdjLand;Yes;19/02/2000;Commercial;NoSewr ;Gravel;RM;2.1;2.5;2.4;2.35;12971150
P08982;T Nagar;1810;25/05/2007;165;2;1;5;Normal Sale;No;05/06/1963;Others;AllPub;No Access;RM;4.5;2.1;4.6;3.945;13451130
P06856;T Nagar;1703;05/05/2009;120;1;1;4;Partial;Yes;12/05/1982;Others;AllPub;Paved;RL;4.1;3.8;4.8;4.34;13765430
P09697;Velachery;1906;05/02/2006;90;3;2;5;Family;No;13/02/1973;Others;NoSeWa;Paved;I;2.3;3.4;3.6;3.19;9388710
P06788;KK Nagar;1668;24/05/2009;132;2;1;4;AdjLand;No;29/05/1988;Commercial;AllPub;Gravel;RH;2.7;3.6;2;2.69;14139220
P06556;KK Nagar;1917;25/07/2009;106;3;2;5;Family;Yes;30/07/1991;House;AllPub;Paved;RL;2.7;4.8;3.4;3.61;11045960
P01722;Chrompet;963;20/02/2012;172;1;1;3;AdjLand;Yes;26/02/1985;Others;ELO;Gravel;RL;4.5;3.5;3;3.65;10093760
P04826;T Nagar;1848;24/06/2010;113;2;1;5;Normal Sale;Yes;30/06/1987;Commercial;NoSewr ;Paved;RM;3.4;4.6;2.2;3.16;22022260
P02293;Chrompet;966;30/10/2011;163;1;1;3;Partial;No;08/11/1975;Commercial;NoSewr ;Paved;RH;2.5;3.4;2.1;2.74;10458600
P04402;Karapakkam;1375;08/09/2010;151;2;2;4;AbNormal;No;14/09/1984;Others;NoSeWa;Paved;A;4.2;3.9;2.8;3.55;5643625
P02609;Karapakkam;861;02/09/2011;195;1;1;2;AdjLand;Yes;03/09/2004;Others;NoSewr ;Paved;RL;4.7;4.3;4.3;4.42;8245625
P03716;KK Nagar;2398;26/01/2011;103;4;2;6;Partial;Yes;27/01/2006;Others;NoSewr ;Paved;RM;4.7;5;4.3;4.63;14179660
P07134;Adyar;935;11/02/2009;170;1;1;3;Family;No;19/02/1979;Commercial;NoSewr ;No Access;RM;2.2;5;2.4;2.86;11679050
P09689;Velachery;1868;20/02/2006;59;3;2;5;AbNormal;Yes;03/03/1963;Others;NoSewr ;Paved;A;4.4;3.5;3;3.58;9188710
P08815;Adyar;830;09/08/2007;137;1;1;3;Normal Sale;No;17/08/1974;House;NoSeWa;Paved;RH;3.1;3.5;3.7;3.48;6973595
P01029;Chrompet;1276;12/02/2013;42;2;1;4;AdjLand;Yes;14/02/2008;Others;AllPub;No Access;RL;3.6;3.9;5;4.14;11207070
P02587;Karapakkam;1448;06/09/2011;93;2;2;4;Family;Yes;12/09/1987;Commercial;NoSeWa;Gravel;RM;3.3;2.4;4.1;3.35;13435000
P07612;T Nagar;1917;21/09/2008;16;2;1;5;AbNormal;No;24/09/1997;Others;ELO;Paved;RL;2.9;3.3;2.4;2.775;14105580
P07741;Anna Nagar;1867;15/08/2008;14;2;1;5;Partial;No;26/08/1967;House;NoSeWa;Gravel;RH;3.4;3.6;3.5;3.49;11713120
P06094;Karapakkam;537;24/10/2009;186;1;1;2;Partial;Yes;04/11/1967;House;NoSewr ;Paved;RH;3.1;4.9;4.9;4.36;5332000
P06930;KK Nagar;1409;16/04/2009;85;2;1;4;Normal Sale;No;22/04/1986;House;NoSewr ;Paved;RL;4.8;4;4.7;4.52;8545660
P07420;Chrompet;906;18/11/2008;116;1;1;3;Partial;Yes;26/11/1976;House;NoSewr ;Gravel;RM;3.2;4.6;3.2;3.76;9464800
P09651;Velachery;1941;28/04/2006;138;3;2;5;AbNormal;No;04/05/1981;Others;AllPub;Gravel;RH;3.8;2.2;2.1;2.57;11014650
P02231;Karapakkam;1264;10/11/2011;110;1;1;3;AdjLand;No;18/11/1977;House;NoSewr ;Gravel;I;2.5;3.4;3.8;3.29;6774500
P06987;KK Nagar;2236;31/03/2009;99;4;2;6;Normal Sale;Yes;06/04/1984;Others;NoSeWa;Paved;RL;4;3.2;2.7;3.24;12734420
P02380;Karapakkam;508;15/10/2011;108;1;1;2;Family;Yes;25/10/1969;House;NoSeWa;Gravel;A;2.7;5;2.8;3.43;3944500
P06297;Karapakkam;841;17/09/2009;118;1;1;2;Partial;Yes;22/09/1990;House;AllPub;No Access;I;2.7;2.9;4.8;3.6;5355750
P00877;Chrompet;754;31/05/2013;92;1;1;2;Family;Yes;09/06/1977;House;NoSewr ;Paved;RL;4.2;3.5;2.1;3.29;7705800
P04892;Chrompet;713;09/06/2010;149;1;1;2;Normal Sale;No;11/06/2002;Commercial;ELO;Gravel;RL;4;3;4.1;3.63;10241800
P07851;Adyar;1151;12/07/2008;190;1;1;3;Partial;Yes;15/07/1996;House;AllPub;No Access;C;4.7;3;3.3;3.66;7666980
P01336;Chrompet;773;30/07/2012;39;1;1;2;AdjLand;Yes;09/08/1973;House;NoSeWa;Paved;RH;4.8;3.2;3.9;3.89;7471850
P06381;KK Nagar;1635;02/09/2009;46;2;1;4;Partial;No;05/09/1998;House;NoSeWa;Paved;RL;3.3;4.1;4.3;3.94;8908220
P08140;Velachery;1716;10/04/2008;113;2;1;4;Family;No;22/04/1963;House;NoSewr ;Paved;I;4.4;3.5;2.8;3.52;7777550
P07774;Anna Nagar;1943;07/08/2008;172;2;1;5;AdjLand;Yes;11/08/1995;Commercial;ELO;No Access;RM;2.1;4;3.4;3.095;22459910
P08163;Anna Nagar;1938;05/04/2008;71;2;1;5;Partial;Yes;16/04/1964;House;ELO;No Access;RH;3.5;4.9;2.8;3.57;11802180
P04253;Karapakkam;1576;05/10/2010;93;2;2;4;Normal Sale;Yes;09/10/1995;House;ELO;Paved;RM;4.2;2.7;2.8;3.19;9765250
P09771;Velachery;1692;22/08/2005;85;2;1;4;Partial;Yes;28/08/1981;Others;ELO;Gravel;C;4.4;3.1;2.6;3.28;9427130
P09506;Velachery;1890;01/11/2006;66;3;2;5;Family;Yes;03/11/1999;Commercial;NoSewr ;Paved;I;3.7;4.5;3.4;3.97;15850840
P06815;KK Nagar;1313;15/05/2009;169;1;1;3;Normal Sale;Yes;17/05/2003;House;AllPub;Gravel;RH;4.3;4.3;2.6;3.62;9414520
P07901;Chrompet;934;30/06/2008;29;1;1;3;Family;No;04/07/1994;Others;NoSewr ;No Access;RH;4.3;2;2.1;2.72;7151680
P06501;KK Nagar;2199;05/08/2009;124;3;2;5;AdjLand;Yes;08/08/1998;House;NoSeWa;Gravel;RL;4.9;2.3;3;3.36;12687420
P04997;KK Nagar;2472;20/05/2010;167;4;2;6;Partial;No;25/05/1989;Others;NoSewr ;Paved;RL;2.3;4.8;3.9;3.69;12415260
P04050;Chrompet;753;17/11/2010;150;1;1;2;Family;No;26/11/1972;Commercial;ELO;Gravel;RH;3;5;2.3;3.59;9264900
P04852;Adyar;694;18/06/2010;125;1;1;2;AbNormal;Yes;22/06/1995;Others;NoSeWa;Gravel;A;3.6;3.7;4.5;4.07;6732825
P04971;Velachery;1705;25/05/2010;122;2;1;4;Partial;No;04/06/1971;Others;NoSewr ;Gravel;C;3.8;3.9;4.2;3.97;8440180
P03399;Karapakkam;858;02/04/2011;160;1;1;2;Normal Sale;No;05/04/1999;Others;AllPub;Gravel;C;2.6;3.8;3.3;3.24;5601750
P03501;Karapakkam;1299;15/03/2011;87;1;1;3;Normal Sale;No;27/03/1962;Commercial;ELO;Paved;C;4.8;2.1;4.3;3.79;8259750
P08088;KK Nagar;1917;01/05/2008;113;3;2;5;Partial;No;03/05/2000;Others;NoSewr ;Gravel;RM;3.6;4.9;2.3;3.47;11847900
P02762;Karapakkam;501;03/08/2011;123;1;1;2;AdjLand;No;09/08/1985;Others;NoSeWa;Gravel;RH;4.4;2;2.8;3.04;5555875
P01055;Anna Nagar;1898;22/01/2013;86;2;1;5;Family;Yes;24/01/2007;House;NoSeWa;No Access;RL;2.7;2.4;2.1;2.385;13081070
P07038;Velachery;1793;13/03/2009;13;2;1;4;AdjLand;No;18/03/1988;Commercial;NoSeWa;No Access;RM;3.7;3.9;2.1;3.31;15237520
P04440;Adyar;852;30/08/2010;55;1;1;3;Partial;Yes;03/09/1992;Commercial;ELO;Gravel;C;2.4;4.2;4.7;3.91;10644170
P00234;Chrmpet;979;04/09/2014;9;1;1;3;AdjLand;Yes;06/09/2005;House;NoSeWa;No Access;RL;3.6;4.4;4.9;4.31;8959150
P07042;Chrompet;992;12/03/2009;195;1;1;3;Normal Sale;No;17/03/1988;House;NoSewr ;Gravel;RL;3.3;2.4;4.9;3.42;8611350
P06571;Karapakkam;1626;22/07/2009;73;2;2;4;Partial;Yes;28/07/1984;Others;ELO;No Access;RM;3.5;3.7;2.6;3.2;9478500
P00655;Chrompet;1290;05/11/2013;168;2;1;4;Partial;No;07/11/2004;Others;NoSewr ;Paved;RH;5;2.2;4.6;3.76;9449050
P07699;Chrompet;812;29/08/2008;81;1;1;3;Partial;Yes;31/08/2003;House;AllPub;Gravel;RM;4;2.4;3.5;3.21;9663350
P05303;Adyar;601;22/03/2010;176;1;1;2;Family;No;26/03/1992;House;NoSeWa;Paved;RH;3.3;4.2;3.5;3.58;6059870
P08357;Velachery;1792;01/02/2008;163;2;1;4;AbNormal;Yes;12/02/1963;Commercial;ELO;Gravel;RH;4.5;3.2;2.6;3.35;15370850
P06424;Karapakkam;1457;22/08/2009;42;2;2;4;Partial;Yes;31/08/1973;House;NoSeWa;Paved;RH;4.4;3.5;3.4;3.73;7758500
P05602;KK Nagar;2221;27/01/2010;64;4;2;6;Partial;No;01/02/1990;Others;AllPub;Paved;RL;3.1;3.6;2.6;3.05;11682020
P05048;Velachery;1664;09/05/2010;47;2;1;4;Family;Yes;13/05/1995;Commercial;AllPub;Paved;I;2.6;3.2;4.7;3.5;14299300
P00952;Chrompet;1016;09/04/2013;6;1;1;3;Normal Sale;Yes;15/04/1989;Others;NoSeWa;Gravel;RM;3.2;4.5;4.1;3.99;10780920
P03771;Velachery;1838;13/01/2011;68;3;2;5;AdjLand;No;26/01/1958;Others;ELO;Gravel;I;3.8;3.2;2.2;3.05;9660660
P01365;Chrompet;1226;06/07/2012;118;2;1;4;Family;Yes;09/07/2002;Others;ELO;Paved;RH;4.6;4;2.8;3.82;10133720
P08310;Chrompet;941;19/02/2008;92;1;1;3;AdjLand;Yes;24/02/1988;House;AllPub;Gravel;RL;3.5;3.4;3.6;3.49;9868000
P00362;Chrompet;1185;07/06/2014;92;1;1;3;AdjLand;No;14/06/1984;Commercial;AllPub;No Access;RH;3.2;3.6;3.2;3.36;12387700
P02972;KK Nagar;1938;21/06/2011;116;3;2;5;Family;No;28/06/1981;House;NoSeWa;Paved;RM;4;2;2.5;2.8;10161000
P04785;KK Nagar;2311;01/07/2010;56;4;2;6;AbNormal;No;04/07/1999;Others;NoSeWa;Gravel;RL;2.9;4.2;4.6;3.97;12784640
P00955;Anna Nagar;1741;09/04/2013;46;1;1;4;Family;No;18/04/1977;Others;AllPub;No Access;RL;2.2;2.7;3.5;2.845;12133700
P08757;Velachery;1908;31/08/2007;60;3;2;5;Normal Sale;Yes;03/09/1995;Others;NoSewr ;Paved;RH;3.5;4.2;2.5;3.52;11663490
P09402;Chrompet;747;21/12/2006;168;1;1;2;Family;Yes;22/12/2001;Commercial;AllPub;No Access;RM;4.9;2.7;2.7;3.36;11223550
P05560;Karapakkam;701;03/02/2010;100;1;1;2;AbNormal;No;08/02/1990;House;NoSeWa;Gravel;RH;4.2;3;2;2.96;5643500
P09260;Velachery;1960;08/02/2007;21;3;2;5;Normal Sale;Yes;22/02/1952;Commercial;NoSeWa;Gravel;A;2.5;2.8;4.4;3.21;14647650
P05451;Karapakkam;588;21/02/2010;163;1;1;2;Partial;No;27/02/1986;Others;AllPub;Paved;RL;4.9;4.2;3.5;4.13;5705500
P06585;Karapakkam;1005;19/07/2009;150;1;1;3;Partial;Yes;21/07/2001;Others;NoSewr ;Paved;RH;3.2;2.6;4.7;3.62;7525375
P01974;Karapakkam;1519;06/01/2012;164;2;2;4;Normal Sale;No;08/01/2004;Others;ELO;No Access;A;3.1;2.4;3;2.85;5686125
P08238;KK Nagar;2178;13/03/2008;24;3;2;5;Family;No;21/03/1979;Commercial;AllPub;Paved;RM;2.7;3.9;4;3.58;17268380
P01724;Karapakkam;896;19/02/2012;72;1;1;3;Family;Yes;26/02/1982;Others;NoSeWa;Paved;RH;4.6;4.4;4.7;4.58;6934500
P00867;T Nagar;1735;07/06/2013;69;1;1;4;AbNormal;Yes;15/06/1980;Commercial;NoSewr ;Gravel;RL;3.1;2.3;2.5;2.63;20559960
P08659;T Nagar;1720;02/10/2007;187;1;1;4;Family;No;03/10/2000;House;NoSewr ;Paved;RH;3.9;3.6;2.3;3.105;11440690
P03019;Karapakkam;1451;13/06/2011;32;2;2;4;Partial;No;22/06/1972;House;NoSeWa;No Access;I;3;2.8;5;3.74;5489750
P07253;Chrompet;889;06/01/2009;133;1;1;3;Family;No;10/01/1994;Commercial;NoSeWa;Gravel;RM;4.2;4.7;2.8;3.98;12146250
P04793;Adyar;892;30/06/2010;116;1;1;3;AbNormal;Yes;07/07/1980;Commercial;AllPub;Paved;A;4.9;2.9;2.9;3.5;10184450
P05718;KK Nagar;2314;05/01/2010;27;4;2;6;AdjLand;Yes;10/01/1990;Others;NoSewr ;Paved;RM;5;2.8;2.9;3.5;14159480
P02977;KK Nagar;2461;20/06/2011;184;4;2;6;Partial;No;27/06/1983;Others;NoSewr ;Gravel;RL;3.6;4.1;2.6;3.35;12712980
P06704;Chrompet;1038;19/06/2009;163;1;1;3;AdjLand;No;29/06/1970;House;AllPub;Gravel;RM;2.9;2.8;3.6;3.07;9462850
P04095;Karapakkam;749;09/11/2010;132;1;1;2;AbNormal;Yes;20/11/1964;House;NoSewr ;No Access;RH;4;3.8;3.2;3.62;5325000
P09140;Chrompet;918;23/03/2007;190;1;1;3;Partial;No;28/03/1985;Commercial;NoSeWa;No Access;RM;3.6;2.7;4.2;3.42;10929300
P05362;Karapakkam;1537;10/03/2010;65;2;2;4;AdjLand;No;17/03/1982;Commercial;ELO;Paved;RL;3.7;4.2;4.7;4.25;12075000
P02309;Karapakkam;1476;26/10/2011;167;2;2;4;AbNormal;No;03/11/1979;Commercial;NoSewr ;Paved;RL;4.4;3.4;4.4;4.1;11536000
P02003;Velachery;1751;29/12/2011;55;2;1;4;AbNormal;Yes;08/01/1970;Others;NoSeWa;Paved;RL;2.8;3.3;2.6;2.97;10808940
